female,race3,ageyr,educ,hhinc,voteplan,votechoice,FT_obama,FT_mccain,FT_biden,FT_palin,FT_Dparty,FT_Rparty,economy,environ,iraqwar,hopeBP,readyBP
1,0,91,4,15,2,2,0,85,0,100,0,85,2,NA,2,0,0
1,0,54,6,17,2,NA,0,100,0,100,0,100,1,1,1,0,0
0,0,36,5,24,2,2,15,85,30,100,15,85,3,3,3,0,1
0,0,37,6,25,2,2,15,60,30,60,0,60,4,1,1,1,1
1,0,20,3,2,2,2,15,70,NA,85,15,85,1,1,1,1,0
0,0,54,4,18,2,2,0,50,0,60,0,40,4,1,2,NA,NA
0,0,30,4,25,1,1,70,40,85,15,100,15,4,4,4,1,1
1,0,82,3,NA,2,2,70,85,70,70,70,85,4,3,2,1,0
0,0,59,6,18,2,2,30,70,15,60,30,60,2,3,3,1,0
0,1,31,6,18,1,1,85,60,60,40,85,60,4,4,4,1,1
1,1,60,2,7,1,1,85,50,100,70,70,40,4,4,4,1,1
0,1,45,6,19,1,1,85,30,85,15,85,15,4,4,4,1,1
0,1,46,4,17,1,1,85,60,70,60,50,50,3,2,4,1,1
0,1,33,3,19,1,0,100,15,85,30,50,40,4,2,3,1,0
1,1,21,4,15,1,1,100,30,85,50,100,15,4,4,4,1,1
1,1,30,6,14,1,1,85,50,70,40,70,50,4,NA,4,1,1
1,1,39,6,17,1,1,100,30,50,60,85,40,4,4,4,1,0
1,1,42,3,12,1,1,100,15,60,15,100,0,4,4,4,1,1
1,1,61,5,14,1,1,85,40,50,NA,85,30,4,2,4,1,1
1,1,56,3,13,1,1,100,0,70,0,100,0,4,4,4,1,1
1,1,66,7,NA,1,1,100,0,70,0,100,0,4,4,4,1,1
0,1,67,1,NA,1,NA,100,40,NA,15,85,40,3,4,4,1,1
1,1,38,6,12,1,1,100,15,85,0,100,15,4,4,4,1,1
1,1,41,3,9,1,1,100,15,100,NA,100,50,4,4,4,1,1
1,1,70,3,7,1,1,100,0,85,0,100,30,4,4,4,1,0
0,1,28,3,7,1,0,100,85,70,40,70,15,4,4,4,1,1
1,1,20,4,11,1,1,100,15,100,0,100,15,4,3,4,1,1
1,1,37,6,9,1,1,100,0,85,0,100,0,4,4,4,1,0
1,1,48,2,7,3,0,50,50,50,50,50,50,4,4,4,0,1
0,1,60,4,8,1,1,50,50,50,0,50,50,4,4,4,1,1
0,0,88,2,10,1,0,85,85,NA,NA,90,90,1,2,4,1,1
0,1,29,4,12,1,1,100,0,100,0,100,0,4,4,4,1,1
1,1,44,4,6,1,0,70,60,NA,NA,100,85,4,4,4,1,1
0,1,25,2,3,1,1,85,50,60,50,100,40,2,2,4,1,0
1,1,66,2,5,3,1,85,70,85,100,100,85,3,2,4,1,1
1,1,19,3,5,1,0,100,70,50,85,100,70,4,4,4,1,1
1,1,74,2,3,1,1,85,30,85,30,100,15,4,4,4,1,1
1,1,53,2,1,1,1,85,30,70,100,60,60,4,4,4,1,0
0,1,24,5,18,1,1,100,50,50,NA,85,85,3,1,4,1,1
1,1,35,4,10,1,1,85,50,60,NA,50,50,4,4,4,1,0
0,1,66,3,5,1,0,100,30,NA,NA,100,15,4,4,4,1,1
0,1,36,3,17,1,1,50,50,NA,NA,85,60,4,1,1,1,0
1,0,50,6,19,2,2,30,70,50,85,40,85,1,1,1,1,1
1,0,46,6,20,2,2,0,85,60,100,0,85,3,1,1,0,0
0,0,55,3,17,2,2,40,70,15,85,40,60,3,2,2,0,0
0,0,62,3,22,2,2,15,85,NA,100,30,85,3,1,3,0,1
1,0,18,3,3,3,0,NA,NA,NA,85,NA,NA,3,2,2,1,0
1,0,80,3,4,2,2,50,50,NA,NA,50,70,NA,2,2,0,0
1,0,24,4,13,1,1,70,70,70,65,70,60,4,4,4,0,1
1,0,67,2,7,2,2,50,NA,NA,NA,60,NA,1,NA,1,0,0
1,0,57,6,25,2,2,15,100,15,100,0,85,1,1,1,1,1
1,1,42,6,14,1,NA,85,40,85,40,100,0,4,4,4,1,1
0,0,89,3,7,2,2,60,70,NA,NA,70,60,1,2,2,0,0
1,0,60,4,5,1,1,85,30,60,40,85,30,4,4,4,1,1
1,1,64,3,11,1,1,85,60,70,60,85,70,3,2,3,1,1
1,0,30,4,14,1,0,85,30,60,60,70,40,4,4,4,1,0
1,0,66,1,6,2,0,NA,85,50,100,50,50,1,1,1,0,0
1,1,27,4,17,1,0,70,50,NA,NA,50,50,4,2,4,1,1
0,0,53,2,5,2,0,70,100,NA,NA,60,85,1,2,1,0,0
1,1,25,4,6,1,1,85,60,NA,70,70,60,3,2,4,1,1
1,1,56,5,16,1,1,70,50,50,50,100,50,4,4,4,1,1
1,0,42,3,19,2,2,0,85,NA,100,30,70,3,NA,4,0,0
1,1,40,7,NA,0,1,70,30,70,40,70,50,NA,1,NA,1,0
1,0,69,NA,NA,0,2,40,60,60,70,70,70,4,4,4,NA,1
1,0,21,3,10,1,NA,50,50,NA,50,50,50,4,NA,4,0,0
1,0,64,5,15,2,2,0,0,0,50,100,50,4,4,4,0,0
1,0,49,4,18,2,2,30,70,40,85,15,70,3,1,1,1,1
1,0,46,5,18,1,1,100,30,100,15,85,15,4,4,4,1,1
1,0,54,4,12,1,1,70,15,50,15,30,60,4,4,4,0,0
1,0,28,5,12,2,2,15,70,60,85,50,50,3,4,3,1,0
1,0,22,4,8,1,0,60,15,50,15,70,0,4,NA,4,1,1
1,0,49,7,21,2,2,40,40,15,85,30,60,3,1,4,1,1
1,0,66,3,12,1,1,85,0,70,0,100,0,4,2,4,0,0
1,0,79,5,8,1,1,60,30,70,40,70,40,4,4,4,1,1
0,1,62,3,16,1,1,100,0,100,60,100,30,4,4,4,1,1
1,1,69,4,11,0,1,85,70,70,60,70,40,4,4,4,NA,1
1,1,21,3,8,1,1,100,0,85,50,100,50,4,4,4,1,0
1,1,32,3,8,1,1,100,60,50,60,70,50,4,4,4,1,0
1,1,38,3,5,1,0,85,60,70,70,85,70,4,NA,4,1,1
0,1,80,4,13,1,NA,100,40,70,NA,85,15,4,NA,4,1,1
1,1,35,6,19,1,1,100,15,70,0,85,40,4,NA,4,1,1
0,1,32,7,18,1,1,100,85,100,85,85,70,4,3,4,1,1
0,0,47,4,18,2,2,70,85,50,70,60,85,2,2,4,NA,1
0,1,53,5,20,1,1,100,30,70,50,60,15,4,4,4,1,0
0,1,52,2,9,1,1,85,50,50,NA,70,50,4,4,4,0,1
1,0,43,4,18,1,1,70,15,NA,30,70,30,4,NA,4,0,1
1,1,54,5,20,1,1,85,50,50,50,85,50,3,NA,4,1,1
1,1,77,3,11,1,1,70,40,85,30,85,60,4,4,4,1,1
1,0,31,3,12,1,1,100,15,85,15,100,0,4,4,4,1,1
1,1,38,3,19,1,1,100,0,85,0,100,15,4,4,4,1,1
0,0,29,4,18,1,NA,95,30,60,50,85,0,4,4,3,1,0
0,1,26,2,11,1,NA,85,15,85,50,100,40,4,4,4,1,1
1,1,41,3,14,1,1,100,0,85,15,100,15,4,3,4,1,0
1,1,43,6,23,1,1,85,50,50,40,85,40,4,1,4,1,1
1,0,45,3,12,1,0,30,30,NA,40,95,30,4,2,4,NA,0
1,1,51,6,22,1,1,100,60,100,50,100,70,4,4,4,1,1
0,0,63,2,17,0,0,50,40,40,30,70,50,NA,NA,NA,0,1
1,0,49,3,15,0,1,60,60,60,60,60,60,4,NA,4,NA,1
1,0,57,6,14,1,1,60,40,15,60,40,40,4,4,4,0,0
0,0,44,3,5,3,0,50,50,50,50,70,50,NA,NA,4,NA,0
0,0,65,2,5,1,0,100,85,NA,85,100,40,4,NA,3,NA,NA
0,0,62,3,17,2,2,0,70,30,100,50,100,4,1,1,NA,0
1,0,25,6,NA,1,1,85,0,70,40,85,0,4,4,4,1,0
0,1,40,3,10,1,1,100,15,100,70,100,0,4,4,4,1,1
0,1,23,3,17,1,1,60,50,NA,NA,60,40,1,4,4,1,1
1,0,78,3,12,2,NA,85,85,NA,100,30,60,4,4,4,0,0
1,0,81,3,9,2,2,70,60,60,40,40,85,4,3,1,0,1
1,0,NA,6,NA,2,2,60,85,85,85,0,85,1,NA,1,0,0
1,0,72,3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
0,1,46,5,17,1,1,85,50,60,40,60,50,4,3,4,1,1
0,1,30,4,18,1,1,100,40,70,40,85,40,4,NA,4,1,1
0,0,80,3,NA,2,NA,50,85,40,70,50,60,1,1,1,0,1
1,1,45,3,2,1,1,85,40,85,40,100,40,4,4,4,1,1
0,1,27,6,19,1,1,85,30,70,15,85,30,3,4,4,1,1
0,2,53,6,19,3,2,30,0,85,40,13,15,4,3,4,0,1
0,0,38,5,6,1,1,85,60,NA,NA,50,50,4,3,4,0,0
0,0,69,7,15,0,1,40,40,70,NA,60,60,4,3,4,0,0
0,0,28,7,16,2,NA,30,70,50,60,30,60,4,NA,1,NA,0
1,0,25,6,13,2,1,60,85,60,60,40,85,4,4,4,0,0
0,0,67,6,25,2,2,60,85,40,100,30,60,2,3,3,1,0
0,0,57,7,21,2,1,60,60,70,70,40,70,2,3,1,0,1
1,0,41,7,25,2,2,50,60,50,60,40,60,3,2,2,0,0
0,0,57,7,24,2,2,40,60,15,85,15,70,1,2,1,NA,1
1,0,26,6,15,2,2,15,85,15,70,15,85,2,2,2,1,1
0,0,33,6,25,0,0,40,50,NA,NA,50,50,NA,NA,3,NA,0
0,1,37,3,14,1,1,70,15,60,60,70,40,4,2,4,0,1
1,0,21,4,1,2,NA,50,50,NA,NA,70,30,3,2,3,0,0
0,0,35,5,11,2,2,70,85,50,85,70,85,4,2,2,1,1
1,0,43,5,14,1,0,50,50,NA,60,50,50,4,2,4,0,1
0,0,57,3,22,3,2,15,30,50,50,50,50,4,3,2,0,0
1,0,23,3,1,2,0,15,50,NA,NA,40,40,3,3,4,0,0
0,0,32,6,NA,0,2,15,75,50,70,45,55,2,2,1,1,0
1,0,66,4,NA,2,2,0,85,15,85,30,85,1,1,1,0,0
1,0,56,6,4,2,2,0,70,NA,NA,50,50,4,NA,4,NA,0
1,0,37,5,18,1,0,40,0,NA,60,50,50,4,4,4,1,0
0,0,51,6,19,2,2,30,85,30,70,30,70,2,1,2,0,0
1,0,83,6,10,1,1,85,30,70,50,85,60,4,3,3,1,1
1,0,30,6,19,2,2,60,60,40,50,60,60,4,2,1,1,1
0,0,50,3,20,2,0,60,50,50,50,60,60,4,2,3,1,0
1,0,50,6,18,2,2,60,85,70,100,60,70,4,3,4,1,1
1,0,84,3,13,2,2,60,85,NA,70,40,60,2,1,2,0,NA
0,0,58,5,18,2,2,15,100,0,100,15,100,1,1,1,0,1
1,0,52,3,25,2,2,15,100,40,85,40,70,NA,2,NA,1,1
1,0,57,3,14,0,0,50,50,50,50,50,50,4,3,4,NA,NA
0,0,24,3,10,2,2,15,70,15,100,0,60,4,4,1,1,0
1,0,70,7,13,2,2,15,85,15,50,15,85,2,2,1,0,0
0,0,31,3,20,3,NA,50,50,NA,NA,50,50,4,4,4,0,0
0,0,28,4,9,1,2,50,15,50,NA,70,15,4,NA,4,1,0
1,0,59,3,19,0,2,60,60,70,NA,70,60,NA,NA,2,1,1
1,0,36,3,NA,2,2,50,40,30,50,30,70,4,1,1,0,1
1,0,55,2,9,1,0,50,60,NA,NA,50,50,3,3,3,1,1
0,0,62,4,19,2,2,40,85,50,60,40,85,2,2,4,1,0
0,0,84,2,11,0,1,50,50,70,30,60,40,4,4,4,1,1
1,0,22,4,7,0,2,60,60,NA,NA,50,50,3,NA,NA,1,0
0,0,47,7,25,2,NA,70,70,30,70,50,70,NA,2,1,1,1
1,0,78,7,NA,2,2,40,85,50,85,50,100,2,1,2,0,0
0,2,37,4,14,1,1,70,40,60,50,85,40,4,3,4,1,1
0,0,26,3,9,2,2,0,70,50,100,30,70,4,1,1,0,NA
1,0,51,5,21,2,2,0,85,0,100,0,85,4,4,1,1,0
1,0,38,4,NA,2,NA,0,50,NA,25,50,50,3,3,3,0,0
0,0,70,4,15,1,1,70,60,70,30,85,70,4,3,4,0,1
0,0,21,5,2,1,1,100,40,85,15,85,40,4,3,4,NA,1
1,0,29,3,20,2,2,15,70,15,85,30,70,1,1,1,0,0
1,0,47,6,25,1,1,100,30,70,50,85,30,4,4,4,1,1
0,0,32,3,17,1,1,70,15,85,0,60,30,4,4,4,1,1
0,0,33,6,24,2,2,40,85,60,60,40,60,1,3,1,1,1
0,0,44,7,25,2,2,50,85,50,70,40,60,4,4,3,1,1
1,0,NA,6,19,2,2,30,85,30,100,15,70,1,NA,1,1,1
1,0,32,5,18,1,1,85,15,60,30,70,30,4,2,4,1,1
1,0,27,5,19,1,1,85,50,NA,40,85,30,4,4,4,1,1
0,0,37,3,23,0,2,80,78,65,55,80,80,4,3,4,1,1
0,0,49,5,23,2,2,40,85,30,70,30,70,2,3,2,0,1
0,0,43,5,23,1,1,70,40,85,30,100,0,4,4,4,1,0
1,0,56,3,23,2,1,40,40,40,85,50,50,4,NA,4,NA,1
1,2,NA,3,NA,NA,NA,30,25,NA,30,85,60,2,NA,4,0,0
0,0,54,7,25,2,2,0,70,50,70,30,60,1,2,2,NA,1
1,0,45,5,14,1,1,100,40,85,15,100,50,4,NA,4,1,1
1,0,47,5,19,1,0,60,50,50,85,60,40,3,1,4,1,1
1,2,44,7,25,1,1,70,60,60,50,60,50,4,2,4,1,1
0,0,60,6,25,NA,2,30,85,30,40,15,40,3,3,2,NA,1
1,0,NA,4,17,2,NA,40,70,40,70,0,60,4,4,3,NA,1
0,0,72,7,24,2,2,40,100,40,100,15,85,2,2,1,0,1
1,0,63,4,NA,0,NA,60,60,60,60,40,40,4,NA,NA,NA,1
1,0,54,4,13,2,2,50,70,50,100,50,100,4,2,2,NA,NA
0,0,25,4,12,1,1,75,50,NA,50,90,25,3,3,3,1,1
1,0,50,5,15,1,1,70,40,60,40,60,40,4,NA,4,1,0
1,2,32,7,21,1,1,85,30,50,40,60,40,NA,4,4,1,1
1,0,48,5,13,2,2,60,85,40,60,50,100,3,1,1,0,0
1,0,73,3,7,0,1,50,60,85,60,85,50,4,2,4,1,0
0,2,37,3,17,1,1,60,50,40,60,85,50,4,NA,4,1,1
0,1,52,5,13,1,1,85,15,30,30,100,0,4,4,4,1,1
0,2,36,3,7,1,0,85,85,NA,NA,85,50,4,4,4,1,1
1,2,22,2,2,1,1,60,50,NA,NA,50,60,3,3,4,1,0
0,2,49,3,18,2,NA,60,70,NA,70,60,60,2,2,1,1,0
0,2,50,3,18,2,1,15,15,0,60,60,NA,4,3,4,0,0
1,0,31,4,15,1,2,85,60,50,85,85,50,3,3,4,1,0
0,0,27,4,18,1,0,100,0,70,15,100,0,4,4,4,0,0
1,0,58,5,17,1,0,85,15,70,40,85,40,4,4,4,1,1
1,0,44,4,12,2,NA,40,70,NA,40,30,85,2,NA,2,0,0
0,0,18,1,3,1,0,100,15,30,NA,100,NA,4,4,4,1,1
1,0,19,3,1,1,0,70,30,NA,50,50,60,4,2,4,1,1
0,0,50,6,5,2,2,0,85,30,80,0,70,3,1,1,NA,1
0,0,21,2,7,2,0,0,60,0,0,0,30,4,4,4,0,0
1,0,22,3,1,0,0,70,85,50,85,NA,NA,NA,4,4,0,0
1,2,56,3,21,1,0,70,30,50,30,70,30,1,2,1,1,0
1,2,66,2,NA,0,1,85,50,NA,50,100,70,4,NA,4,NA,0
0,2,52,2,19,1,0,70,0,30,40,100,50,4,4,4,NA,1
0,0,79,7,19,0,2,40,70,50,50,85,50,4,4,4,NA,0
1,0,26,4,NA,1,1,100,50,NA,70,70,50,3,2,4,1,1
0,0,36,3,14,0,NA,50,50,50,50,50,50,3,NA,4,1,0
1,0,87,1,9,1,1,85,30,NA,NA,100,15,4,4,4,0,NA
0,2,67,3,13,1,2,100,60,NA,NA,100,70,3,4,4,1,1
1,0,60,3,13,0,1,60,NA,NA,NA,100,50,3,3,3,1,0
1,2,28,2,4,1,0,70,50,NA,NA,50,50,3,NA,3,1,1
0,0,34,3,14,1,0,NA,NA,0,NA,15,0,1,3,3,1,0
0,2,54,1,6,1,0,0,0,100,0,30,30,3,4,4,0,1
1,0,60,6,4,1,NA,85,15,NA,50,70,30,4,4,4,0,0
1,0,28,3,19,2,0,30,60,NA,60,50,60,3,3,4,0,0
1,0,62,3,17,2,2,50,100,60,70,85,50,2,3,4,1,1
0,2,52,3,7,1,1,85,50,NA,NA,85,30,4,4,4,0,1
1,0,59,4,12,1,1,100,0,85,0,100,0,4,3,4,1,1
1,1,63,4,3,1,1,100,70,85,NA,100,60,4,3,4,1,0
0,0,33,3,13,2,0,0,50,NA,40,0,30,4,2,4,1,1
0,0,78,7,17,2,2,0,70,NA,NA,0,100,NA,3,4,0,1
0,2,35,6,21,2,0,60,85,NA,NA,70,60,4,4,4,1,0
0,2,40,3,17,2,0,15,60,NA,NA,60,50,2,2,4,0,0
0,0,75,1,4,1,1,50,0,NA,NA,100,0,4,3,4,0,1
1,2,80,1,3,1,NA,NA,50,NA,NA,NA,NA,2,NA,4,0,NA
0,2,64,1,NA,1,1,1,1,1,1,1,1,1,2,2,NA,1
0,2,49,2,8,2,0,85,85,NA,NA,85,85,3,4,1,1,0
1,0,39,3,15,1,1,100,50,85,60,85,60,4,NA,4,1,0
1,2,72,1,NA,0,NA,50,0,NA,NA,100,50,3,3,4,1,NA
0,0,58,5,20,3,0,50,50,50,50,50,50,4,4,NA,0,1
1,0,57,4,12,2,2,70,85,NA,NA,60,70,4,4,4,0,0
0,0,27,5,20,1,1,85,40,60,40,85,40,4,4,4,1,1
1,0,69,4,11,2,2,0,40,50,100,40,60,4,2,4,NA,1
0,0,78,6,13,0,NA,0,0,0,60,0,0,4,4,4,NA,NA
0,2,18,3,9,1,0,85,60,NA,NA,60,50,3,NA,2,1,1
1,0,44,3,25,1,1,100,60,85,50,85,15,4,4,4,1,1
1,0,58,3,17,0,1,70,40,70,NA,100,60,4,NA,NA,0,NA
0,2,30,4,17,1,1,100,50,50,60,60,30,4,4,4,1,1
0,0,75,4,4,1,0,60,0,NA,0,100,0,4,4,4,NA,0
1,2,40,3,12,1,1,50,50,NA,NA,70,50,4,4,4,0,0
1,2,32,3,15,1,0,85,40,NA,50,70,50,4,1,4,1,1
0,0,42,6,15,1,1,100,50,85,50,100,50,4,2,4,1,1
0,2,29,3,8,2,NA,50,50,60,NA,60,70,1,1,1,0,1
1,0,21,4,NA,NA,2,70,70,NA,85,50,50,4,4,4,1,0
0,0,44,3,17,0,NA,50,50,50,30,100,50,4,1,1,1,1
1,0,74,1,4,1,1,100,0,NA,15,100,0,4,1,4,1,1
0,0,45,4,4,2,2,50,85,NA,NA,85,30,1,3,4,0,0
1,0,24,2,16,1,0,100,15,50,60,15,50,4,4,4,1,0
0,0,50,3,13,1,0,70,50,60,60,85,60,4,4,4,1,1
1,0,53,6,19,2,NA,50,70,30,85,40,70,3,2,2,1,0
1,2,61,2,3,2,0,40,40,NA,30,15,15,4,4,4,0,1
0,0,22,5,7,2,2,0,70,0,70,0,70,1,1,1,0,1
0,0,21,4,4,2,0,50,60,NA,NA,50,70,3,2,3,NA,NA
1,0,68,7,18,1,1,70,30,60,15,70,30,4,4,4,1,1
1,0,51,5,17,1,1,85,30,60,50,60,15,4,4,4,1,1
0,0,62,4,17,2,2,30,70,0,50,20,60,4,4,1,1,1
1,0,52,3,1,1,0,70,50,50,50,60,15,NA,NA,4,1,1
0,0,54,2,7,3,0,50,50,50,50,50,50,4,3,4,0,0
0,0,26,3,19,2,2,70,70,70,85,70,70,4,NA,3,1,0
0,0,55,7,20,1,1,70,40,70,40,60,40,3,4,4,0,1
1,2,22,3,14,0,0,50,50,NA,50,50,25,3,NA,4,0,0
0,0,21,4,11,2,2,0,100,0,100,15,100,1,1,1,1,1
1,0,57,6,15,1,1,100,40,85,40,85,40,4,4,4,1,1
1,0,40,7,13,2,0,15,60,NA,100,30,70,2,3,4,1,0
1,0,46,5,20,2,2,40,85,50,85,40,70,3,NA,4,1,0
1,0,65,7,18,2,2,15,85,40,100,15,70,2,1,1,1,1
0,0,54,3,23,2,2,30,60,50,70,40,60,4,2,1,NA,1
1,0,54,4,25,2,NA,50,80,50,100,50,65,4,2,1,1,1
1,0,52,4,18,1,1,85,30,50,40,85,30,4,4,4,NA,1
0,0,28,4,19,2,2,15,70,NA,50,0,70,2,1,1,0,0
1,0,43,2,21,2,NA,25,90,25,90,25,90,2,2,2,1,1
1,0,66,4,15,2,2,30,70,30,70,30,70,NA,1,2,NA,1
0,0,60,7,25,2,2,0,60,70,100,0,60,4,1,3,0,1
1,0,26,2,15,1,1,85,50,NA,60,70,60,4,3,4,1,1
1,2,53,3,18,2,2,40,60,50,70,50,70,4,NA,1,1,1
1,0,67,3,10,2,2,50,100,60,70,50,50,1,1,1,NA,1
1,0,86,3,4,3,0,0,0,0,50,60,20,4,NA,4,1,1
0,0,57,3,18,NA,NA,60,50,NA,50,70,50,4,4,2,NA,NA
0,0,77,6,19,2,2,0,70,0,85,0,40,3,1,1,0,1
0,0,50,5,13,2,2,40,60,50,50,40,60,2,2,1,0,1
0,1,63,6,12,NA,1,50,40,40,40,60,40,4,3,4,0,0
0,0,48,3,14,1,1,100,0,60,0,100,0,4,4,4,1,0
1,2,26,7,16,1,1,85,15,50,0,70,15,4,4,4,1,1
1,1,46,7,25,1,NA,100,30,85,0,70,0,4,4,4,1,1
0,NA,24,4,19,1,1,85,15,70,50,85,40,4,4,4,1,0
1,0,32,6,NA,1,1,100,15,70,0,60,0,4,4,4,1,1
0,0,23,4,15,1,NA,70,0,50,50,80,20,NA,4,3,1,1
0,0,80,6,13,1,1,85,60,70,30,75,48,4,4,3,1,1
1,0,40,4,15,1,1,100,30,30,40,NA,50,4,3,4,1,1
0,0,59,3,15,1,1,85,30,85,NA,60,30,3,4,4,1,1
1,1,52,3,NA,3,0,60,NA,NA,NA,NA,NA,4,NA,NA,0,NA
1,1,28,3,2,1,NA,100,0,0,15,70,15,4,4,4,1,0
0,0,46,2,14,1,1,70,60,NA,NA,85,70,4,4,3,0,1
1,1,49,4,5,3,0,30,10,10,NA,10,10,2,3,1,0,0
1,0,68,4,NA,0,1,85,40,55,NA,70,50,4,4,3,1,0
0,2,89,3,4,NA,NA,50,100,NA,NA,60,60,NA,NA,2,NA,0
0,0,NA,3,NA,1,0,50,30,0,0,40,0,3,3,4,0,0
0,1,39,7,19,1,1,85,40,70,15,70,30,4,4,4,1,1
0,0,90,2,NA,0,0,60,60,NA,NA,70,70,4,4,4,1,1
1,2,27,5,5,1,0,100,15,NA,15,100,0,4,1,4,1,0
0,1,65,2,4,1,1,60,30,50,50,60,50,4,4,4,1,1
1,0,82,NA,1,3,0,50,0,NA,NA,50,NA,1,NA,NA,0,NA
0,0,32,7,24,1,2,60,60,50,50,50,50,4,2,3,NA,1
0,2,44,6,24,1,1,85,60,60,40,70,30,4,4,4,0,0
1,0,35,7,25,2,2,50,60,50,65,50,60,2,2,2,NA,1
0,0,25,7,23,2,2,60,85,70,100,70,85,3,2,2,NA,0
1,0,53,7,21,2,2,40,70,40,100,40,70,4,3,1,1,1
0,0,22,3,15,1,1,60,40,50,40,60,30,4,NA,4,NA,1
0,0,43,3,22,0,0,50,50,50,50,50,50,3,NA,2,NA,1
1,0,40,3,19,1,1,70,40,70,70,70,30,NA,4,4,1,1
1,0,23,6,25,2,0,15,85,50,85,50,50,2,2,2,0,1
1,0,21,3,23,3,0,50,50,NA,NA,50,50,4,3,NA,0,0
1,1,42,6,24,1,1,100,30,50,15,85,40,4,NA,4,1,1
1,0,84,3,5,1,2,100,40,85,15,40,40,4,4,4,0,1
1,0,61,3,18,1,1,70,50,60,50,100,50,4,NA,4,NA,1
1,0,52,3,19,2,0,40,50,NA,15,0,70,4,NA,4,0,0
1,0,NA,7,NA,0,NA,60,50,50,15,60,40,4,1,4,0,0
1,0,41,7,22,1,1,85,30,70,15,70,30,4,4,3,1,1
1,0,59,7,18,0,0,85,100,85,60,70,70,4,4,4,1,1
1,0,42,7,24,2,0,15,85,NA,100,15,70,4,4,4,1,1
0,1,24,3,1,1,1,60,NA,60,15,85,15,2,2,1,1,1
0,0,64,7,25,1,1,100,40,85,0,70,15,4,4,4,1,1
1,0,47,7,NA,1,NA,85,35,85,0,85,10,4,4,4,NA,NA
0,0,NA,6,NA,NA,NA,55,25,80,20,40,15,4,4,4,NA,1
0,2,64,7,16,1,1,70,50,50,50,60,50,3,2,4,1,1
0,0,68,3,16,1,1,100,0,100,15,85,0,4,4,4,1,1
0,0,39,6,20,1,0,50,50,NA,100,65,60,4,1,4,NA,1
0,0,75,5,NA,NA,NA,15,85,15,85,15,60,2,2,1,0,1
0,1,40,6,25,1,1,100,50,70,50,85,50,4,4,4,1,1
0,0,79,7,19,1,1,85,60,70,40,40,15,4,4,4,1,1
1,2,45,5,14,1,1,85,40,60,50,70,30,4,4,4,1,0
1,0,36,3,17,1,1,60,50,60,70,70,60,4,2,4,1,1
0,0,61,4,NA,0,2,60,60,58,75,60,65,4,4,4,1,1
1,0,68,1,11,2,1,60,70,60,60,50,85,3,4,3,1,1
1,0,53,3,13,1,0,60,50,50,40,60,30,4,NA,4,1,1
0,0,55,3,NA,3,2,50,50,NA,50,50,50,3,2,4,1,1
0,0,43,2,9,0,1,70,40,30,40,60,50,4,4,4,1,NA
1,0,48,3,17,3,0,50,50,50,50,50,50,NA,NA,NA,NA,NA
1,0,65,5,14,1,1,70,50,NA,85,50,50,2,3,4,1,1
1,0,42,4,12,0,2,50,50,NA,60,50,50,4,4,4,NA,0
1,0,59,3,13,2,2,30,40,NA,50,40,60,4,2,4,0,0
1,0,31,3,11,1,1,99,50,NA,NA,55,55,4,NA,NA,1,0
0,0,80,2,12,2,2,40,60,50,40,40,50,2,2,3,1,1
1,0,56,3,15,2,0,0,50,NA,50,15,15,4,4,4,0,0
1,0,38,3,6,1,1,60,50,NA,60,60,40,4,2,4,0,1
1,0,NA,3,14,2,2,0,100,15,85,15,85,4,NA,1,NA,0
0,0,70,5,7,3,0,65,30,30,50,70,15,4,NA,4,NA,1
1,0,35,2,16,1,0,100,15,NA,15,50,50,4,4,4,NA,0
1,0,NA,5,9,0,NA,40,40,40,70,45,65,4,3,4,NA,1
0,0,27,6,16,2,2,70,85,40,65,40,60,3,NA,1,NA,1
0,0,40,3,13,1,1,60,15,60,100,NA,NA,4,4,4,1,1
1,1,47,2,1,1,1,85,60,NA,NA,100,40,4,4,4,1,1
1,0,41,3,12,1,1,60,15,50,30,85,40,4,NA,4,1,0
1,0,83,3,5,1,1,40,30,15,40,85,0,3,3,4,1,0
1,0,38,5,9,2,0,40,40,40,70,60,60,2,1,4,0,0
0,0,38,3,11,1,0,100,0,85,30,70,60,4,4,4,1,0
0,0,43,4,20,0,1,50,40,50,50,70,50,4,4,4,1,0
1,0,42,3,13,1,0,100,50,NA,NA,50,50,4,NA,4,1,0
1,0,80,3,4,2,2,NA,70,NA,70,NA,60,4,4,4,1,1
1,0,83,4,6,NA,2,50,30,70,30,50,0,4,4,4,0,0
0,0,86,1,3,1,0,70,0,NA,70,85,15,4,4,4,1,1
0,2,24,5,NA,1,NA,75,15,NA,5,60,30,4,4,4,1,1
1,2,76,1,NA,1,NA,100,0,NA,0,70,15,NA,2,3,1,1
1,0,48,2,NA,1,0,60,15,NA,40,70,15,4,4,4,0,1
1,0,62,4,12,2,2,0,100,0,100,0,100,1,NA,1,NA,1
0,1,39,6,22,3,1,40,30,30,0,60,60,4,4,4,1,1
0,1,50,3,12,1,1,100,0,75,0,100,0,4,4,4,1,0
1,0,38,3,12,1,NA,50,40,30,30,50,50,2,NA,4,0,0
0,2,47,5,17,2,NA,50,50,NA,NA,60,40,4,4,3,0,0
1,0,20,4,16,1,1,85,40,60,50,70,40,4,2,4,1,0
